cod_municipio,uf,nome_maiusculo,nome_sem_acento_maiusculo,nome,nome_sem_acento
1701309,TO,ARAGOMINAS,ARAGOMINAS,Aragominas,Aragominas
1701903,TO,ARAGUACEMA,ARAGUACEMA,Araguacema,Araguacema
1702000,TO,ARAGUAÇU,ARAGUACU,Araguaçu,Araguacu
1702109,TO,ARAGUAÍNA,ARAGUAINA,Araguaína,Araguaina
1702158,TO,ARAGUANÃ,ARAGUANA,Araguanã,Araguana
1702208,TO,ARAGUATINS,ARAGUATINS,Araguatins,Araguatins
1702307,TO,ARAPOEMA,ARAPOEMA,Arapoema,Arapoema
1702406,TO,ARRAIAS,ARRAIAS,Arraias,Arraias
1702554,TO,AUGUSTINÓPOLIS,AUGUSTINOPOLIS,Augustinópolis,Augustinopolis
1702703,TO,AURORA DO TOCANTINS,AURORA DO TOCANTINS,Aurora do Tocantins,Aurora do Tocantins
1702901,TO,AXIXÁ DO TOCANTINS,AXIXA DO TOCANTINS,Axixá do Tocantins,Axixa do Tocantins
1703008,TO,BABAÇULÂNDIA,BABACULANDIA,Babaçulândia,Babaculandia
1703057,TO,BANDEIRANTES DO TOCANTINS,BANDEIRANTES DO TOCANTINS,Bandeirantes do Tocantins,Bandeirantes do Tocantins
1703073,TO,BARRA DO OURO,BARRA DO OURO,Barra do Ouro,Barra do Ouro
1703107,TO,BARROLÂNDIA,BARROLANDIA,Barrolândia,Barrolandia
1703206,TO,BERNARDO SAYÃO,BERNARDO SAYAO,Bernardo Sayão,Bernardo Sayao
1703305,TO,BOM JESUS DO TOCANTINS,BOM JESUS DO TOCANTINS,Bom Jesus do Tocantins,Bom Jesus do Tocantins
1703602,TO,BRASILÂNDIA DO TOCANTINS,BRASILANDIA DO TOCANTINS,Brasilândia do Tocantins,Brasilandia do Tocantins
1703701,TO,BREJINHO DE NAZARÉ,BREJINHO DE NAZARE,Brejinho de Nazaré,Brejinho de Nazare
1703800,TO,BURITI DO TOCANTINS,BURITI DO TOCANTINS,Buriti do Tocantins,Buriti do Tocantins
1703826,TO,CACHOEIRINHA,CACHOEIRINHA,Cachoeirinha,Cachoeirinha
1703842,TO,CAMPOS LINDOS,CAMPOS LINDOS,Campos Lindos,Campos Lindos
1703867,TO,CARIRI DO TOCANTINS,CARIRI DO TOCANTINS,Cariri do Tocantins,Cariri do Tocantins
1703883,TO,CARMOLÂNDIA,CARMOLANDIA,Carmolândia,Carmolandia
1703891,TO,CARRASCO BONITO,CARRASCO BONITO,Carrasco Bonito,Carrasco Bonito
1703909,TO,CASEARA,CASEARA,Caseara,Caseara
1704105,TO,CENTENÁRIO,CENTENARIO,Centenário,Centenario
1704600,TO,CHAPADA DE AREIA,CHAPADA DE AREIA,Chapada de Areia,Chapada de Areia
1705102,TO,CHAPADA DA NATIVIDADE,CHAPADA DA NATIVIDADE,Chapada da Natividade,Chapada da Natividade
1705508,TO,COLINAS DO TOCANTINS,COLINAS DO TOCANTINS,Colinas do Tocantins,Colinas do Tocantins
1705557,TO,COMBINADO,COMBINADO,Combinado,Combinado
1705607,TO,CONCEIÇÃO DO TOCANTINS,CONCEICAO DO TOCANTINS,Conceição do Tocantins,Conceicao do Tocantins
1706001,TO,COUTO MAGALHÃES,COUTO MAGALHAES,Couto Magalhães,Couto Magalhaes
1706100,TO,CRISTALÂNDIA,CRISTALANDIA,Cristalândia,Cristalandia
1706258,TO,CRIXÁS DO TOCANTINS,CRIXAS DO TOCANTINS,Crixás do Tocantins,Crixas do Tocantins
1706506,TO,DARCINÓPOLIS,DARCINOPOLIS,Darcinópolis,Darcinopolis
1707009,TO,DIANÓPOLIS,DIANOPOLIS,Dianópolis,Dianopolis
1707108,TO,DIVINÓPOLIS DO TOCANTINS,DIVINOPOLIS DO TOCANTINS,Divinópolis do Tocantins,Divinopolis do Tocantins
1707207,TO,DOIS IRMÃOS DO TOCANTINS,DOIS IRMAOS DO TOCANTINS,Dois Irmãos do Tocantins,Dois Irmaos do Tocantins
1707306,TO,DUERÉ,DUERE,Dueré,Duere
1707405,TO,ESPERANTINA,ESPERANTINA,Esperantina,Esperantina
1707553,TO,FÁTIMA,FATIMA,Fátima,Fatima
1707652,TO,FIGUEIRÓPOLIS,FIGUEIROPOLIS,Figueirópolis,Figueiropolis
1707702,TO,FILADÉLFIA,FILADELFIA,Filadélfia,Filadelfia
1708205,TO,FORMOSO DO ARAGUAIA,FORMOSO DO ARAGUAIA,Formoso do Araguaia,Formoso do Araguaia
1708254,TO,FORTALEZA DO TABOCÃO,FORTALEZA DO TABOCAO,Fortaleza do Tabocão,Fortaleza do Tabocao
1708304,TO,GOIANORTE,GOIANORTE,Goianorte,Goianorte
1709005,TO,GOIATINS,GOIATINS,Goiatins,Goiatins
1709302,TO,GUARAÍ,GUARAI,Guaraí,Guarai
1709500,TO,GURUPI,GURUPI,Gurupi,Gurupi
1709807,TO,IPUEIRAS,IPUEIRAS,Ipueiras,Ipueiras
1710508,TO,ITACAJÁ,ITACAJA,Itacajá,Itacaja
1710706,TO,ITAGUATINS,ITAGUATINS,Itaguatins,Itaguatins
1710904,TO,ITAPIRATINS,ITAPIRATINS,Itapiratins,Itapiratins
1711100,TO,ITAPORÃ DO TOCANTINS,ITAPORA DO TOCANTINS,Itaporã do Tocantins,Itapora do Tocantins
1711506,TO,JAÚ DO TOCANTINS,JAU DO TOCANTINS,Jaú do Tocantins,Jau do Tocantins
1711803,TO,JUARINA,JUARINA,Juarina,Juarina
1711902,TO,LAGOA DA CONFUSÃO,LAGOA DA CONFUSAO,Lagoa da Confusão,Lagoa da Confusao
1711951,TO,LAGOA DO TOCANTINS,LAGOA DO TOCANTINS,Lagoa do Tocantins,Lagoa do Tocantins
1712009,TO,LAJEADO,LAJEADO,Lajeado,Lajeado
1712157,TO,LAVANDEIRA,LAVANDEIRA,Lavandeira,Lavandeira
1712405,TO,LIZARDA,LIZARDA,Lizarda,Lizarda
1712454,TO,LUZINÓPOLIS,LUZINOPOLIS,Luzinópolis,Luzinopolis
1712504,TO,MARIANÓPOLIS DO TOCANTINS,MARIANOPOLIS DO TOCANTINS,Marianópolis do Tocantins,Marianopolis do Tocantins
1712702,TO,MATEIROS,MATEIROS,Mateiros,Mateiros
1712801,TO,MAURILÂNDIA DO TOCANTINS,MAURILANDIA DO TOCANTINS,Maurilândia do Tocantins,Maurilandia do Tocantins
1713205,TO,MIRACEMA DO TOCANTINS,MIRACEMA DO TOCANTINS,Miracema do Tocantins,Miracema do Tocantins
1713304,TO,MIRANORTE,MIRANORTE,Miranorte,Miranorte
1713601,TO,MONTE DO CARMO,MONTE DO CARMO,Monte do Carmo,Monte do Carmo
1713700,TO,MONTE SANTO DO TOCANTINS,MONTE SANTO DO TOCANTINS,Monte Santo do Tocantins,Monte Santo do Tocantins
1713809,TO,PALMEIRAS DO TOCANTINS,PALMEIRAS DO TOCANTINS,Palmeiras do Tocantins,Palmeiras do Tocantins
1713957,TO,MURICILÂNDIA,MURICILANDIA,Muricilândia,Muricilandia
1714203,TO,NATIVIDADE,NATIVIDADE,Natividade,Natividade
1714302,TO,NAZARÉ,NAZARE,Nazaré,Nazare
1714880,TO,NOVA OLINDA,NOVA OLINDA,Nova Olinda,Nova Olinda
1715002,TO,NOVA ROSALÂNDIA,NOVA ROSALANDIA,Nova Rosalândia,Nova Rosalandia
1715101,TO,NOVO ACORDO,NOVO ACORDO,Novo Acordo,Novo Acordo
1715150,TO,NOVO ALEGRE,NOVO ALEGRE,Novo Alegre,Novo Alegre
1715259,TO,NOVO JARDIM,NOVO JARDIM,Novo Jardim,Novo Jardim
1715507,TO,OLIVEIRA DE FÁTIMA,OLIVEIRA DE FATIMA,Oliveira de Fátima,Oliveira de Fatima
1715705,TO,PALMEIRANTE,PALMEIRANTE,Palmeirante,Palmeirante
1715754,TO,PALMEIRÓPOLIS,PALMEIROPOLIS,Palmeirópolis,Palmeiropolis
1716109,TO,PARAÍSO DO TOCANTINS,PARAISO DO TOCANTINS,Paraíso do Tocantins,Paraiso do Tocantins
1716208,TO,PARANÃ,PARANA,Paranã,Parana
1716307,TO,PAU D'ARCO,PAU D'ARCO,Pau d'Arco,Pau d'Arco
1716505,TO,PEDRO AFONSO,PEDRO AFONSO,Pedro Afonso,Pedro Afonso
1716604,TO,PEIXE,PEIXE,Peixe,Peixe
1716653,TO,PEQUIZEIRO,PEQUIZEIRO,Pequizeiro,Pequizeiro
1716703,TO,COLMÉIA,COLMEIA,Colméia,Colmeia
1717008,TO,PINDORAMA DO TOCANTINS,PINDORAMA DO TOCANTINS,Pindorama do Tocantins,Pindorama do Tocantins
1717206,TO,PIRAQUÊ,PIRAQUE,Piraquê,Piraque
1717503,TO,PIUM,PIUM,Pium,Pium
1717800,TO,PONTE ALTA DO BOM JESUS,PONTE ALTA DO BOM JESUS,Ponte Alta do Bom Jesus,Ponte Alta do Bom Jesus
1717909,TO,PONTE ALTA DO TOCANTINS,PONTE ALTA DO TOCANTINS,Ponte Alta do Tocantins,Ponte Alta do Tocantins
1718006,TO,PORTO ALEGRE DO TOCANTINS,PORTO ALEGRE DO TOCANTINS,Porto Alegre do Tocantins,Porto Alegre do Tocantins
1718204,TO,PORTO NACIONAL,PORTO NACIONAL,Porto Nacional,Porto Nacional
1718303,TO,PRAIA NORTE,PRAIA NORTE,Praia Norte,Praia Norte
1718402,TO,PRESIDENTE KENNEDY,PRESIDENTE KENNEDY,Presidente Kennedy,Presidente Kennedy
1718451,TO,PUGMIL,PUGMIL,Pugmil,Pugmil
1718501,TO,RECURSOLÂNDIA,RECURSOLANDIA,Recursolândia,Recursolandia
1718550,TO,RIACHINHO,RIACHINHO,Riachinho,Riachinho
1718659,TO,RIO DA CONCEIÇÃO,RIO DA CONCEICAO,Rio da Conceição,Rio da Conceicao
1718709,TO,RIO DOS BOIS,RIO DOS BOIS,Rio dos Bois,Rio dos Bois
1718758,TO,RIO SONO,RIO SONO,Rio Sono,Rio Sono
1718808,TO,SAMPAIO,SAMPAIO,Sampaio,Sampaio
1718840,TO,SANDOLÂNDIA,SANDOLANDIA,Sandolândia,Sandolandia
1718865,TO,SANTA FÉ DO ARAGUAIA,SANTA FE DO ARAGUAIA,Santa Fé do Araguaia,Santa Fe do Araguaia
1718881,TO,SANTA MARIA DO TOCANTINS,SANTA MARIA DO TOCANTINS,Santa Maria do Tocantins,Santa Maria do Tocantins
1718899,TO,SANTA RITA DO TOCANTINS,SANTA RITA DO TOCANTINS,Santa Rita do Tocantins,Santa Rita do Tocantins
1718907,TO,SANTA ROSA DO TOCANTINS,SANTA ROSA DO TOCANTINS,Santa Rosa do Tocantins,Santa Rosa do Tocantins
1719004,TO,SANTA TEREZA DO TOCANTINS,SANTA TEREZA DO TOCANTINS,Santa Tereza do Tocantins,Santa Tereza do Tocantins
1720002,TO,SANTA TEREZINHA DO TOCANTINS,SANTA TEREZINHA DO TOCANTINS,Santa Terezinha do Tocantins,Santa Terezinha do Tocantins
1720101,TO,SÃO BENTO DO TOCANTINS,SAO BENTO DO TOCANTINS,São Bento do Tocantins,Sao Bento do Tocantins
1720150,TO,SÃO FÉLIX DO TOCANTINS,SAO FELIX DO TOCANTINS,São Félix do Tocantins,Sao Felix do Tocantins
1720200,TO,SÃO MIGUEL DO TOCANTINS,SAO MIGUEL DO TOCANTINS,São Miguel do Tocantins,Sao Miguel do Tocantins
1720259,TO,SÃO SALVADOR DO TOCANTINS,SAO SALVADOR DO TOCANTINS,São Salvador do Tocantins,Sao Salvador do Tocantins
1720309,TO,SÃO SEBASTIÃO DO TOCANTINS,SAO SEBASTIAO DO TOCANTINS,São Sebastião do Tocantins,Sao Sebastiao do Tocantins
1720499,TO,SÃO VALÉRIO,SAO VALERIO,São Valério,Sao Valerio
1720655,TO,SILVANÓPOLIS,SILVANOPOLIS,Silvanópolis,Silvanopolis
1720804,TO,SÍTIO NOVO DO TOCANTINS,SITIO NOVO DO TOCANTINS,Sítio Novo do Tocantins,Sitio Novo do Tocantins
1720853,TO,SUCUPIRA,SUCUPIRA,Sucupira,Sucupira
1720903,TO,TAGUATINGA,TAGUATINGA,Taguatinga,Taguatinga
1720937,TO,TAIPAS DO TOCANTINS,TAIPAS DO TOCANTINS,Taipas do Tocantins,Taipas do Tocantins
1720978,TO,TALISMÃ,TALISMA,Talismã,Talisma
1721000,TO,PALMAS,PALMAS,Palmas,Palmas
1721109,TO,TOCANTÍNIA,TOCANTINIA,Tocantínia,Tocantinia
1721208,TO,TOCANTINÓPOLIS,TOCANTINOPOLIS,Tocantinópolis,Tocantinopolis
1721257,TO,TUPIRAMA,TUPIRAMA,Tupirama,Tupirama
1721307,TO,TUPIRATINS,TUPIRATINS,Tupiratins,Tupiratins
1722081,TO,WANDERLÂNDIA,WANDERLANDIA,Wanderlândia,Wanderlandia
1722107,TO,XAMBIOÁ,XAMBIOA,Xambioá,Xambioa
2100055,MA,AÇAILÂNDIA,ACAILANDIA,Açailândia,Acailandia
2100105,MA,AFONSO CUNHA,AFONSO CUNHA,Afonso Cunha,Afonso Cunha
2100154,MA,ÁGUA DOCE DO MARANHÃO,AGUA DOCE DO MARANHAO,Água Doce do Maranhão,Agua Doce do Maranhao
2100204,MA,ALCÂNTARA,ALCANTARA,Alcântara,Alcantara
2100303,MA,ALDEIAS ALTAS,ALDEIAS ALTAS,Aldeias Altas,Aldeias Altas
2100402,MA,ALTAMIRA DO MARANHÃO,ALTAMIRA DO MARANHAO,Altamira do Maranhão,Altamira do Maranhao
2100436,MA,ALTO ALEGRE DO MARANHÃO,ALTO ALEGRE DO MARANHAO,Alto Alegre do Maranhão,Alto Alegre do Maranhao
2100477,MA,ALTO ALEGRE DO PINDARÉ,ALTO ALEGRE DO PINDARE,Alto Alegre do Pindaré,Alto Alegre do Pindare
2100501,MA,ALTO PARNAÍBA,ALTO PARNAIBA,Alto Parnaíba,Alto Parnaiba
2100550,MA,AMAPÁ DO MARANHÃO,AMAPA DO MARANHAO,Amapá do Maranhão,Amapa do Maranhao
2100600,MA,AMARANTE DO MARANHÃO,AMARANTE DO MARANHAO,Amarante do Maranhão,Amarante do Maranhao
2100709,MA,ANAJATUBA,ANAJATUBA,Anajatuba,Anajatuba
2100808,MA,ANAPURUS,ANAPURUS,Anapurus,Anapurus
2100832,MA,APICUM-AÇU,APICUM-ACU,Apicum-Açu,Apicum-Acu
2100873,MA,ARAGUANÃ,ARAGUANA,Araguanã,Araguana
2100907,MA,ARAIOSES,ARAIOSES,Araioses,Araioses
2100956,MA,ARAME,ARAME,Arame,Arame
2101004,MA,ARARI,ARARI,Arari,Arari
2101103,MA,AXIXÁ,AXIXA,Axixá,Axixa
2101202,MA,BACABAL,BACABAL,Bacabal,Bacabal
2101251,MA,BACABEIRA,BACABEIRA,Bacabeira,Bacabeira
2101301,MA,BACURI,BACURI,Bacuri,Bacuri
2101350,MA,BACURITUBA,BACURITUBA,Bacurituba,Bacurituba
2101400,MA,BALSAS,BALSAS,Balsas,Balsas
2101509,MA,BARÃO DE GRAJAÚ,BARAO DE GRAJAU,Barão de Grajaú,Barao de Grajau
2101608,MA,BARRA DO CORDA,BARRA DO CORDA,Barra do Corda,Barra do Corda
2101707,MA,BARREIRINHAS,BARREIRINHAS,Barreirinhas,Barreirinhas
2101731,MA,BELÁGUA,BELAGUA,Belágua,Belagua
2101772,MA,BELA VISTA DO MARANHÃO,BELA VISTA DO MARANHAO,Bela Vista do Maranhão,Bela Vista do Maranhao
2101806,MA,BENEDITO LEITE,BENEDITO LEITE,Benedito Leite,Benedito Leite
2101905,MA,BEQUIMÃO,BEQUIMAO,Bequimão,Bequimao
2101939,MA,BERNARDO DO MEARIM,BERNARDO DO MEARIM,Bernardo do Mearim,Bernardo do Mearim
2101970,MA,BOA VISTA DO GURUPI,BOA VISTA DO GURUPI,Boa Vista do Gurupi,Boa Vista do Gurupi
2102002,MA,BOM JARDIM,BOM JARDIM,Bom Jardim,Bom Jardim
2102036,MA,BOM JESUS DAS SELVAS,BOM JESUS DAS SELVAS,Bom Jesus das Selvas,Bom Jesus das Selvas
2102077,MA,BOM LUGAR,BOM LUGAR,Bom Lugar,Bom Lugar
2102101,MA,BREJO,BREJO,Brejo,Brejo
2102150,MA,BREJO DE AREIA,BREJO DE AREIA,Brejo de Areia,Brejo de Areia
2102200,MA,BURITI,BURITI,Buriti,Buriti
2102309,MA,BURITI BRAVO,BURITI BRAVO,Buriti Bravo,Buriti Bravo
2102325,MA,BURITICUPU,BURITICUPU,Buriticupu,Buriticupu
2102358,MA,BURITIRANA,BURITIRANA,Buritirana,Buritirana
2102374,MA,CACHOEIRA GRANDE,CACHOEIRA GRANDE,Cachoeira Grande,Cachoeira Grande
2102408,MA,CAJAPIÓ,CAJAPIO,Cajapió,Cajapio
2102507,MA,CAJARI,CAJARI,Cajari,Cajari
2102556,MA,CAMPESTRE DO MARANHÃO,CAMPESTRE DO MARANHAO,Campestre do Maranhão,Campestre do Maranhao
2102606,MA,CÂNDIDO MENDES,CANDIDO MENDES,Cândido Mendes,Candido Mendes
2102705,MA,CANTANHEDE,CANTANHEDE,Cantanhede,Cantanhede
2102754,MA,CAPINZAL DO NORTE,CAPINZAL DO NORTE,Capinzal do Norte,Capinzal do Norte
2102804,MA,CAROLINA,CAROLINA,Carolina,Carolina
2102903,MA,CARUTAPERA,CARUTAPERA,Carutapera,Carutapera
2103000,MA,CAXIAS,CAXIAS,Caxias,Caxias
2103109,MA,CEDRAL,CEDRAL,Cedral,Cedral
2103125,MA,CENTRAL DO MARANHÃO,CENTRAL DO MARANHAO,Central do Maranhão,Central do Maranhao
2103158,MA,CENTRO DO GUILHERME,CENTRO DO GUILHERME,Centro do Guilherme,Centro do Guilherme
2103174,MA,CENTRO NOVO DO MARANHÃO,CENTRO NOVO DO MARANHAO,Centro Novo do Maranhão,Centro Novo do Maranhao
2103208,MA,CHAPADINHA,CHAPADINHA,Chapadinha,Chapadinha
2103257,MA,CIDELÂNDIA,CIDELANDIA,Cidelândia,Cidelandia
2103307,MA,CODÓ,CODO,Codó,Codo
2103406,MA,COELHO NETO,COELHO NETO,Coelho Neto,Coelho Neto
2103505,MA,COLINAS,COLINAS,Colinas,Colinas
2103554,MA,CONCEIÇÃO DO LAGO-AÇU,CONCEICAO DO LAGO-ACU,Conceição do Lago-Açu,Conceicao do Lago-Acu
2103604,MA,COROATÁ,COROATA,Coroatá,Coroata
2103703,MA,CURURUPU,CURURUPU,Cururupu,Cururupu
2103752,MA,DAVINÓPOLIS,DAVINOPOLIS,Davinópolis,Davinopolis
2103802,MA,DOM PEDRO,DOM PEDRO,Dom Pedro,Dom Pedro
2103901,MA,DUQUE BACELAR,DUQUE BACELAR,Duque Bacelar,Duque Bacelar
2104008,MA,ESPERANTINÓPOLIS,ESPERANTINOPOLIS,Esperantinópolis,Esperantinopolis
2104057,MA,ESTREITO,ESTREITO,Estreito,Estreito
2104073,MA,FEIRA NOVA DO MARANHÃO,FEIRA NOVA DO MARANHAO,Feira Nova do Maranhão,Feira Nova do Maranhao
2104081,MA,FERNANDO FALCÃO,FERNANDO FALCAO,Fernando Falcão,Fernando Falcao
2104099,MA,FORMOSA DA SERRA NEGRA,FORMOSA DA SERRA NEGRA,Formosa da Serra Negra,Formosa da Serra Negra
2104107,MA,FORTALEZA DOS NOGUEIRAS,FORTALEZA DOS NOGUEIRAS,Fortaleza dos Nogueiras,Fortaleza dos Nogueiras
2104206,MA,FORTUNA,FORTUNA,Fortuna,Fortuna
2104305,MA,GODOFREDO VIANA,GODOFREDO VIANA,Godofredo Viana,Godofredo Viana
2104404,MA,GONÇALVES DIAS,GONCALVES DIAS,Gonçalves Dias,Goncalves Dias
2104503,MA,GOVERNADOR ARCHER,GOVERNADOR ARCHER,Governador Archer,Governador Archer
2104552,MA,GOVERNADOR EDISON LOBÃO,GOVERNADOR EDISON LOBAO,Governador Edison Lobão,Governador Edison Lobao
2104602,MA,GOVERNADOR EUGÊNIO BARROS,GOVERNADOR EUGENIO BARROS,Governador Eugênio Barros,Governador Eugenio Barros
2104628,MA,GOVERNADOR LUIZ ROCHA,GOVERNADOR LUIZ ROCHA,Governador Luiz Rocha,Governador Luiz Rocha
2104651,MA,GOVERNADOR NEWTON BELLO,GOVERNADOR NEWTON BELLO,Governador Newton Bello,Governador Newton Bello
2104677,MA,GOVERNADOR NUNES FREIRE,GOVERNADOR NUNES FREIRE,Governador Nunes Freire,Governador Nunes Freire
2104701,MA,GRAÇA ARANHA,GRACA ARANHA,Graça Aranha,Graca Aranha
2104800,MA,GRAJAÚ,GRAJAU,Grajaú,Grajau
2104909,MA,GUIMARÃES,GUIMARAES,Guimarães,Guimaraes
2105005,MA,HUMBERTO DE CAMPOS,HUMBERTO DE CAMPOS,Humberto de Campos,Humberto de Campos
2105104,MA,ICATU,ICATU,Icatu,Icatu
2105153,MA,IGARAPÉ DO MEIO,IGARAPE DO MEIO,Igarapé do Meio,Igarape do Meio
2105203,MA,IGARAPÉ GRANDE,IGARAPE GRANDE,Igarapé Grande,Igarape Grande
2105302,MA,IMPERATRIZ,IMPERATRIZ,Imperatriz,Imperatriz
2105351,MA,ITAIPAVA DO GRAJAÚ,ITAIPAVA DO GRAJAU,Itaipava do Grajaú,Itaipava do Grajau
2105401,MA,ITAPECURU MIRIM,ITAPECURU MIRIM,Itapecuru Mirim,Itapecuru Mirim
2105427,MA,ITINGA DO MARANHÃO,ITINGA DO MARANHAO,Itinga do Maranhão,Itinga do Maranhao
2105450,MA,JATOBÁ,JATOBA,Jatobá,Jatoba
2105476,MA,JENIPAPO DOS VIEIRAS,JENIPAPO DOS VIEIRAS,Jenipapo dos Vieiras,Jenipapo dos Vieiras
2105500,MA,JOÃO LISBOA,JOAO LISBOA,João Lisboa,Joao Lisboa
2105609,MA,JOSELÂNDIA,JOSELANDIA,Joselândia,Joselandia
2105658,MA,JUNCO DO MARANHÃO,JUNCO DO MARANHAO,Junco do Maranhão,Junco do Maranhao
2105708,MA,LAGO DA PEDRA,LAGO DA PEDRA,Lago da Pedra,Lago da Pedra
2105807,MA,LAGO DO JUNCO,LAGO DO JUNCO,Lago do Junco,Lago do Junco
2105906,MA,LAGO VERDE,LAGO VERDE,Lago Verde,Lago Verde
2105922,MA,LAGOA DO MATO,LAGOA DO MATO,Lagoa do Mato,Lagoa do Mato
2105948,MA,LAGO DOS RODRIGUES,LAGO DOS RODRIGUES,Lago dos Rodrigues,Lago dos Rodrigues
2105963,MA,LAGOA GRANDE DO MARANHÃO,LAGOA GRANDE DO MARANHAO,Lagoa Grande do Maranhão,Lagoa Grande do Maranhao
2105989,MA,LAJEADO NOVO,LAJEADO NOVO,Lajeado Novo,Lajeado Novo
2106003,MA,LIMA CAMPOS,LIMA CAMPOS,Lima Campos,Lima Campos
2106102,MA,LORETO,LORETO,Loreto,Loreto
2106201,MA,LUÍS DOMINGUES,LUIS DOMINGUES,Luís Domingues,Luis Domingues
2106300,MA,MAGALHÃES DE ALMEIDA,MAGALHAES DE ALMEIDA,Magalhães de Almeida,Magalhaes de Almeida
2106326,MA,MARACAÇUMÉ,MARACACUME,Maracaçumé,Maracacume
2106359,MA,MARAJÁ DO SENA,MARAJA DO SENA,Marajá do Sena,Maraja do Sena
2106375,MA,MARANHÃOZINHO,MARANHAOZINHO,Maranhãozinho,Maranhaozinho
2106409,MA,MATA ROMA,MATA ROMA,Mata Roma,Mata Roma
2106508,MA,MATINHA,MATINHA,Matinha,Matinha
2106607,MA,MATÕES,MATOES,Matões,Matoes
2106631,MA,MATÕES DO NORTE,MATOES DO NORTE,Matões do Norte,Matoes do Norte
2106672,MA,MILAGRES DO MARANHÃO,MILAGRES DO MARANHAO,Milagres do Maranhão,Milagres do Maranhao
2106706,MA,MIRADOR,MIRADOR,Mirador,Mirador
2106755,MA,MIRANDA DO NORTE,MIRANDA DO NORTE,Miranda do Norte,Miranda do Norte
2106805,MA,MIRINZAL,MIRINZAL,Mirinzal,Mirinzal
2106904,MA,MONÇÃO,MONCAO,Monção,Moncao
2107001,MA,MONTES ALTOS,MONTES ALTOS,Montes Altos,Montes Altos
2107100,MA,MORROS,MORROS,Morros,Morros
2107209,MA,NINA RODRIGUES,NINA RODRIGUES,Nina Rodrigues,Nina Rodrigues
2107258,MA,NOVA COLINAS,NOVA COLINAS,Nova Colinas,Nova Colinas
2107308,MA,NOVA IORQUE,NOVA IORQUE,Nova Iorque,Nova Iorque
2107357,MA,NOVA OLINDA DO MARANHÃO,NOVA OLINDA DO MARANHAO,Nova Olinda do Maranhão,Nova Olinda do Maranhao
2107407,MA,OLHO D'ÁGUA DAS CUNHÃS,OLHO D'AGUA DAS CUNHAS,Olho d'Água das Cunhãs,Olho d'Agua das Cunhas
2107456,MA,OLINDA NOVA DO MARANHÃO,OLINDA NOVA DO MARANHAO,Olinda Nova do Maranhão,Olinda Nova do Maranhao
2107506,MA,PAÇO DO LUMIAR,PACO DO LUMIAR,Paço do Lumiar,Paco do Lumiar
2107605,MA,PALMEIRÂNDIA,PALMEIRANDIA,Palmeirândia,Palmeirandia
2107704,MA,PARAIBANO,PARAIBANO,Paraibano,Paraibano
2107803,MA,PARNARAMA,PARNARAMA,Parnarama,Parnarama
2107902,MA,PASSAGEM FRANCA,PASSAGEM FRANCA,Passagem Franca,Passagem Franca
2108009,MA,PASTOS BONS,PASTOS BONS,Pastos Bons,Pastos Bons
2108058,MA,PAULINO NEVES,PAULINO NEVES,Paulino Neves,Paulino Neves
2108108,MA,PAULO RAMOS,PAULO RAMOS,Paulo Ramos,Paulo Ramos
2108207,MA,PEDREIRAS,PEDREIRAS,Pedreiras,Pedreiras
2108256,MA,PEDRO DO ROSÁRIO,PEDRO DO ROSARIO,Pedro do Rosário,Pedro do Rosario
2108306,MA,PENALVA,PENALVA,Penalva,Penalva
2108405,MA,PERI MIRIM,PERI MIRIM,Peri Mirim,Peri Mirim
2108454,MA,PERITORÓ,PERITORO,Peritoró,Peritoro
2108504,MA,PINDARÉ-MIRIM,PINDARE-MIRIM,Pindaré-Mirim,Pindare-Mirim
2108603,MA,PINHEIRO,PINHEIRO,Pinheiro,Pinheiro
2108702,MA,PIO XII,PIO XII,Pio XII,Pio XII
2108801,MA,PIRAPEMAS,PIRAPEMAS,Pirapemas,Pirapemas
2108900,MA,POÇÃO DE PEDRAS,POCAO DE PEDRAS,Poção de Pedras,Pocao de Pedras
2109007,MA,PORTO FRANCO,PORTO FRANCO,Porto Franco,Porto Franco
2109056,MA,PORTO RICO DO MARANHÃO,PORTO RICO DO MARANHAO,Porto Rico do Maranhão,Porto Rico do Maranhao
2109106,MA,PRESIDENTE DUTRA,PRESIDENTE DUTRA,Presidente Dutra,Presidente Dutra
2109205,MA,PRESIDENTE JUSCELINO,PRESIDENTE JUSCELINO,Presidente Juscelino,Presidente Juscelino
2109239,MA,PRESIDENTE MÉDICI,PRESIDENTE MEDICI,Presidente Médici,Presidente Medici
2109270,MA,PRESIDENTE SARNEY,PRESIDENTE SARNEY,Presidente Sarney,Presidente Sarney
2109304,MA,PRESIDENTE VARGAS,PRESIDENTE VARGAS,Presidente Vargas,Presidente Vargas
2109403,MA,PRIMEIRA CRUZ,PRIMEIRA CRUZ,Primeira Cruz,Primeira Cruz
2109452,MA,RAPOSA,RAPOSA,Raposa,Raposa
2109502,MA,RIACHÃO,RIACHAO,Riachão,Riachao
2109551,MA,RIBAMAR FIQUENE,RIBAMAR FIQUENE,Ribamar Fiquene,Ribamar Fiquene
2109601,MA,ROSÁRIO,ROSARIO,Rosário,Rosario
2109700,MA,SAMBAÍBA,SAMBAIBA,Sambaíba,Sambaiba
2109759,MA,SANTA FILOMENA DO MARANHÃO,SANTA FILOMENA DO MARANHAO,Santa Filomena do Maranhão,Santa Filomena do Maranhao
